Price,Age,Mileage,FuelType,Horsepower,MetColor,Automatic,Displacement,Doors,Weight
7319,68,120885,0,86,0,0,79,4,2205
9225,59,118620,1,72,1,0,122,3,2458
9225,62,114022,1,72,1,0,122,5,2513
8487,65,109476,1,72,1,0,122,3,2458
7074,67,108636,1,72,0,0,122,4,2425
8549,68,96760,0,86,1,0,79,3,2238
9779,67,96623,0,110,1,0,98,5,2315
9533,59,96178,1,72,1,0,122,3,2469
9779,64,95978,1,72,1,0,122,5,2502
10148,64,93569,0,110,1,0,98,3,2348
7688,67,92584,1,90,1,0,122,5,2502
11685,62,91737,1,72,0,0,122,5,2502
8487,59,89801,1,72,1,0,122,5,2502
10394,64,89477,0,110,1,0,98,3,2348
9041,65,87096,1,72,1,0,122,3,2458
11009,68,86992,0,110,1,0,98,5,2392
8487,60,86868,1,72,0,0,122,3,2458
11009,59,85159,0,110,1,0,98,3,2377
10763,61,85100,0,110,0,0,98,3,2348
9779,67,84094,0,110,1,0,98,5,2469
11009,64,83120,1,72,1,0,122,3,2469
11009,58,82894,1,72,1,0,122,5,2502
11009,65,82522,1,72,1,0,122,5,2502
9779,64,82265,1,72,0,0,122,5,2502
9533,60,80946,0,110,0,0,98,3,2315
9225,59,80778,1,72,1,0,122,4,2502
11009,67,78914,1,72,1,0,122,5,2502
12054,67,78790,1,72,0,0,122,5,2502
11624,66,78574,0,110,1,0,98,5,2392
11009,62,77780,1,116,0,0,122,5,2535
10763,68,77671,1,72,1,0,122,3,2458
12915,61,76429,1,72,0,0,122,5,2502
9834,59,75575,0,86,0,0,79,5,2315
12854,64,74813,0,110,0,0,98,5,2403
12239,66,74565,1,72,0,0,122,4,2425
12239,68,74279,0,110,0,0,98,3,2326
11009,68,74254,0,110,1,0,98,5,2359
9779,68,74123,0,110,1,0,98,4,2282
13469,57,73839,0,110,0,0,98,3,2348
12239,64,73322,1,72,1,0,122,5,2535
10578,68,73294,0,110,1,1,98,4,2348
8918,65,73079,0,86,0,0,79,3,2238
8549,68,72700,1,72,0,0,122,3,2458
9840,64,72079,0,86,0,0,79,5,2304
12239,58,71902,0,110,0,0,98,5,2359
11624,60,71576,0,110,1,0,98,4,2379
9779,68,71502,0,110,1,0,98,3,2326
11624,63,71458,0,110,0,0,98,3,2445
12239,64,71362,0,110,1,0,98,5,2370
8549,65,71074,1,90,0,0,122,3,2778
10148,59,70650,0,110,1,0,98,5,2348
12239,67,70288,0,86,1,0,79,3,2249
10148,59,70107,0,86,1,0,79,5,2293
12239,68,69666,0,110,1,0,98,5,2359
12915,66,69594,0,110,1,0,98,3,2348
9779,62,69594,1,72,0,0,122,4,2502
11993,65,69450,0,110,0,0,98,3,2348
11378,61,68881,0,110,1,0,98,5,2359
11685,68,68529,0,110,1,0,98,3,2315
12239,62,68069,0,110,0,0,98,5,2370
9533,63,67872,0,110,0,0,98,3,2315
11685,68,67823,0,110,0,0,98,5,2370
12239,67,67601,0,110,1,0,98,4,2282
11993,64,66352,0,110,0,1,98,3,2315
11993,58,65829,0,86,0,0,79,5,2293
7319,59,65244,0,86,1,0,79,3,2238
10455,62,65244,0,86,0,0,79,5,2293
10449,68,64808,0,110,1,0,98,5,2392
11378,67,64623,0,86,0,0,79,3,2249
8487,68,64623,0,86,1,0,79,3,2238
11009,58,64286,0,86,1,0,79,3,2260
11685,63,64250,0,110,1,0,98,5,2370
11378,63,63881,0,86,0,0,79,5,2326
12171,68,63687,0,110,0,0,98,5,2403
12239,57,63566,1,72,1,0,122,5,2502
9779,61,63446,0,110,0,0,98,3,2315
10763,68,63311,0,110,1,0,98,5,2370
10148,57,63250,1,72,0,0,122,3,2458
11009,63,63050,0,110,1,0,98,3,2348
11009,68,62759,0,110,0,0,98,5,2370
11009,61,62602,0,110,0,0,98,5,2359
11009,65,62479,0,110,1,0,98,5,2370
11624,67,62001,0,110,1,0,98,5,2392
11009,59,61303,0,86,1,0,79,3,2249
11378,65,61205,0,110,1,0,98,5,2370
10763,64,61075,0,86,0,0,79,4,2205
12239,61,60676,0,110,1,0,98,3,2348
12239,61,60537,0,110,1,0,98,5,2370
12177,65,60380,0,86,0,0,79,3,2238
11009,66,60302,0,86,1,0,79,4,2205
11009,67,59652,0,110,1,0,98,3,2315
15068,60,59652,1,72,0,0,122,4,2425
11378,67,59496,0,110,1,0,98,5,2359
12608,61,59122,0,110,1,0,98,3,2315
11009,68,59030,0,110,0,0,98,3,2315
9839,65,59030,0,110,1,0,98,3,2315
12177,66,58785,0,110,0,0,98,3,2348
10148,63,58722,0,86,1,0,79,4,2205
12915,65,58053,0,110,1,0,98,5,2370
10394,65,58041,0,86,0,0,79,3,2238
12177,68,57971,0,110,1,0,98,5,2403
12915,62,57848,0,110,1,0,98,5,2370
10455,67,57739,1,72,1,0,122,4,2425
11685,61,57476,0,110,1,0,98,3,2315
11624,65,57307,0,110,0,0,98,3,2348
12177,68,56859,1,72,0,0,122,3,2458
10148,64,56752,0,110,1,0,98,3,2315
10763,65,56698,0,86,1,0,79,3,2238
11685,58,56545,0,110,1,0,98,5,2370
10394,68,56375,0,110,0,0,98,3,2315
10443,62,55923,0,110,0,0,98,3,2315
10763,60,55660,0,110,0,0,98,4,2282
11993,64,55392,0,86,1,0,79,3,2260
12239,63,55302,0,110,1,0,98,5,2392
10455,68,55182,0,110,0,0,98,3,2315
10394,63,55106,0,110,0,0,98,5,2359
9717,62,55095,0,110,1,0,98,4,2293
10763,57,54979,0,110,1,0,98,3,2315
9779,61,54760,0,86,0,0,79,3,2238
8487,62,54681,0,86,0,0,79,3,2249
10025,65,54569,0,86,1,0,79,3,2238
13524,59,54466,0,86,1,1,79,5,2348
10947,59,53990,0,110,1,0,98,3,2315
11685,59,53979,0,86,1,0,79,5,2293
11009,68,53882,0,110,1,0,98,4,2282
14145,65,53369,0,110,0,0,98,3,2348
12854,62,52817,0,110,1,0,98,3,2315
12915,60,52817,0,86,1,0,79,3,2260
11378,68,52802,0,110,1,0,98,4,2282
13469,65,52542,0,110,1,0,98,5,2469
12854,62,52536,0,110,0,0,98,5,2370
11378,68,52495,0,110,1,0,98,5,2370
10763,62,52138,0,110,1,0,98,5,2359
10763,67,51922,0,86,0,0,79,3,2238
12054,68,51574,0,107,1,1,98,5,2425
10148,64,51402,0,86,0,0,79,3,2238
12854,62,51214,0,110,1,0,98,3,2348
11993,58,51110,0,110,0,0,98,5,2315
11009,61,51024,0,110,1,0,98,3,2326
9164,65,50952,0,86,1,0,79,3,2238
10394,68,50931,0,86,1,0,79,5,2282
10148,66,50486,0,110,0,0,98,3,2315
13469,65,50450,0,110,1,0,98,3,2348
11009,61,50437,0,110,1,0,98,4,2293
10763,66,50383,0,86,0,0,79,3,2238
12854,61,50153,0,110,1,0,98,5,2370
13469,57,50002,0,110,0,0,98,5,2392
10394,65,49982,0,110,1,0,98,4,2282
12239,59,49977,0,110,1,0,98,3,2348
12239,68,49974,0,110,1,0,98,3,2326
10763,62,49874,0,86,0,0,79,3,2238
12239,65,49805,0,110,0,0,98,5,2359
11685,68,49785,0,110,0,0,98,5,2359
10148,65,49763,0,110,1,0,98,4,2282
13469,62,49710,0,110,0,0,98,5,2370
9779,60,49710,0,86,0,0,79,5,2238
10148,65,49710,0,86,1,0,79,2,2238
12171,67,49621,0,110,1,0,98,4,2293
11230,67,49562,0,86,1,0,79,3,2238
13469,59,49498,0,86,0,1,79,5,2348
12915,60,49182,0,110,1,0,98,5,2370
10947,61,49088,0,110,1,0,98,3,2315
11685,57,49060,0,86,1,0,79,5,2304
13469,59,48933,1,90,1,0,121,5,2546
9779,68,48791,0,86,0,0,79,3,2238
9779,64,48688,0,86,1,0,79,3,2238
9779,65,48514,0,86,1,0,79,3,2238
11685,61,48506,0,107,1,1,98,5,2425
13469,67,48356,0,110,1,0,98,5,2370
11993,68,48277,0,110,1,0,98,4,2282
11993,65,48156,0,110,1,0,98,3,2315
11624,63,48130,0,110,1,0,98,3,2326
11009,68,47864,0,86,1,0,79,3,2238
11009,68,47851,0,86,1,0,79,3,2238
10947,66,47716,0,110,1,0,98,5,2359
12239,61,47659,0,86,1,0,79,5,2282
10763,67,47578,0,86,1,0,79,3,2249
11009,59,47325,0,110,1,0,98,5,2370
11058,65,47321,0,110,1,0,98,4,2282
11009,61,46981,0,86,1,0,79,3,2238
11009,62,46956,1,72,1,0,122,3,2469
12239,67,46869,0,110,1,0,98,3,2348
12177,68,46603,0,110,1,0,98,5,2370
11009,65,46603,0,86,0,0,79,3,2238
11009,62,46603,0,110,1,0,98,5,2359
11685,66,46580,0,107,0,1,98,3,2392
9779,68,46534,0,86,1,0,79,3,2238
9533,68,46525,0,110,0,0,98,5,2359
11009,63,46446,0,110,1,0,98,5,2370
14699,60,46429,0,110,1,0,98,5,2392
11009,62,46265,0,110,0,0,98,5,2370
14699,60,46191,0,86,0,0,79,5,2282
11009,68,46173,0,110,0,0,98,3,2315
12239,64,46101,0,110,0,0,98,3,2315
10148,65,46093,0,110,1,0,98,3,2315
11064,67,45942,0,86,1,0,79,5,2315
12294,61,45916,0,110,1,0,98,3,2348
11378,64,45671,0,110,1,0,98,3,2315
13469,64,45594,0,110,0,0,98,5,2359
10947,64,45546,0,86,1,0,79,3,2238
11685,58,45467,0,110,1,0,98,5,2370
12239,58,45315,0,110,1,0,98,5,2370
9779,67,45286,0,86,1,0,81,3,2238
10148,63,45063,0,110,1,0,98,3,2315
11624,64,44739,0,86,1,0,79,3,2238
9779,57,44739,0,86,0,0,79,3,2238
11685,59,44345,0,110,0,0,98,3,2348
11009,65,44314,0,110,0,0,98,3,2315
13469,62,44117,0,110,0,0,98,5,2359
11009,60,44089,0,110,0,0,98,3,2315
11624,63,44060,0,86,0,0,79,5,2282
9840,58,43844,0,110,1,0,98,3,2315
12177,67,43839,0,110,0,0,98,5,2370
11009,62,43807,0,110,1,0,98,5,2282
13407,60,43777,1,72,0,0,122,5,2502
11624,59,43631,0,110,1,0,98,3,2315
10394,64,43568,0,110,1,0,98,4,2282
11685,65,43538,0,110,1,0,98,5,2370
12915,67,43496,0,107,1,1,97,3,2348
8549,68,43496,0,86,1,0,79,3,2238
11993,68,42939,0,110,0,0,98,4,2282
8549,58,42888,0,86,1,0,79,5,2282
11870,67,42875,0,110,1,0,98,3,2348
12239,68,42791,0,110,1,0,98,3,2348
11378,58,42702,0,86,0,0,79,3,2260
11009,63,42535,0,110,1,0,98,5,2359
12177,63,42401,0,86,0,0,79,5,2315
13524,63,42348,0,110,1,0,98,5,2392
12915,65,42253,0,110,0,0,98,5,2370
11009,65,42253,0,86,1,0,79,3,2238
11993,67,42105,0,110,1,0,98,3,2348
13469,68,41723,0,110,1,0,98,5,2370
11993,67,41700,0,86,1,0,79,5,2282
12239,59,41638,0,110,1,0,98,3,2348
12915,65,41634,0,110,1,0,98,4,2282
12792,68,41498,0,86,0,1,79,3,2304
10824,68,41352,0,86,0,0,81,3,2227
12915,61,41171,0,110,1,0,98,3,2348
11378,62,41061,0,110,0,0,98,5,2359
9594,65,41010,0,86,1,0,79,3,2238
12239,61,41010,0,110,0,0,98,3,2315
13223,63,40946,0,110,1,0,98,3,2348
13469,67,40877,0,110,1,0,98,5,2370
12239,65,40708,0,110,1,1,98,4,2359
12239,59,40677,0,110,1,0,98,5,2359
9963,68,40638,0,86,1,0,79,4,2205
11378,60,40550,0,110,1,0,98,3,2315
9594,64,40389,0,110,1,0,98,3,2315
11070,68,40389,0,110,0,0,98,5,2359
11009,57,40389,0,110,0,0,98,4,2282
11009,62,40368,0,86,0,0,79,3,2249
12239,68,40358,0,110,1,0,98,5,2370
10455,60,40336,0,110,1,0,98,5,2359
9834,62,40263,0,110,1,0,98,5,2370
10763,65,40247,0,110,1,0,98,3,2315
11993,63,40196,0,86,0,0,79,3,2249
13469,65,40159,0,110,0,0,98,5,2359
11993,67,40149,0,110,1,0,98,5,2392
10086,60,40006,0,86,0,0,79,3,2238
11009,68,39768,0,110,0,0,98,5,2370
11685,66,39694,0,86,0,0,79,3,2238
13469,58,39687,1,72,0,0,122,5,2502
11993,66,39350,0,86,0,1,79,5,2348
12239,65,39146,0,86,1,1,79,5,2348
12854,61,39146,0,86,0,1,79,3,2315
12116,65,38771,0,110,0,0,98,3,2315
11624,62,38759,0,110,1,0,98,5,2370
12663,67,38721,0,110,1,0,98,3,2315
11993,68,38706,0,110,1,0,98,3,2348
11009,65,38665,0,110,1,0,98,3,2315
12177,68,38663,0,110,0,0,98,5,2370
10763,66,38609,0,86,1,0,79,5,2282
12239,58,38540,0,110,1,0,98,5,2370
10455,60,38511,0,86,1,0,79,3,2238
12239,62,38482,0,110,1,0,98,4,2282
13469,57,38327,0,110,0,0,98,3,2315
12048,68,38257,0,110,1,0,98,4,2282
10763,68,38217,0,110,1,0,98,4,2282
10148,65,38142,0,110,1,0,98,3,2315
12239,58,38117,0,110,1,0,98,5,2370
12239,62,38061,0,110,0,0,98,5,2370
12915,59,38007,0,110,1,0,98,3,2315
11993,62,37996,0,86,1,0,79,5,2293
13838,61,37993,0,110,1,0,98,5,2403
10947,59,37983,0,110,1,0,98,3,2315
9779,60,37966,0,86,1,0,79,3,2238
14145,68,37966,0,110,1,0,98,5,2370
11624,57,37904,0,110,1,0,98,3,2315
9834,65,37732,0,86,1,0,79,3,2238
13524,59,37722,0,86,1,0,79,5,2304
11009,61,37613,0,110,1,0,98,3,2315
10148,67,37282,0,86,0,1,79,4,2271
11009,66,37282,0,86,1,0,79,3,2238
11009,65,37282,0,86,1,0,79,3,2238
11685,62,36844,0,86,0,0,79,5,2282
9225,65,36825,0,86,0,0,79,3,2238
11009,63,36661,0,110,0,0,98,3,2315
12239,63,36661,0,86,1,0,79,5,2282
11993,65,36661,0,110,0,0,98,5,2370
11624,61,36661,0,110,1,0,98,5,2359
12239,65,36661,0,110,0,0,98,3,2315
11993,68,36574,0,110,1,0,98,3,2326
11009,65,36555,0,110,0,0,98,3,2315
10148,66,36446,0,110,1,0,98,5,2359
9533,65,36226,0,86,1,0,79,3,2238
11009,60,36207,0,110,1,0,98,3,2315
12239,64,36124,0,110,1,0,98,5,2370
11624,66,36110,0,107,1,1,98,3,2392
15929,67,36076,0,110,1,0,98,3,2348
12239,58,36040,0,110,1,0,98,3,2315
12909,62,36040,0,110,1,0,98,3,2348
9779,68,35769,0,86,1,0,79,5,2282
12915,63,35675,0,107,0,1,98,5,2458
11009,65,35651,0,110,1,0,98,5,2370
12177,62,35529,0,110,1,0,98,5,2370
12294,61,35523,0,110,1,0,98,3,2348
12239,63,35495,0,110,1,0,98,3,2348
12239,63,35418,0,110,1,0,98,3,2315
10148,67,35418,0,110,0,0,98,3,2315
12239,63,35418,0,86,1,0,79,5,2282
11009,59,34958,0,86,0,0,79,3,2238
13469,62,34927,0,107,1,1,98,3,2381
11378,67,34843,0,86,0,0,79,4,2205
12239,63,34761,0,110,1,0,98,5,2359
12294,57,34700,0,86,1,0,79,5,2304
10763,61,34640,0,86,0,0,79,3,2249
13469,58,34472,0,86,0,0,79,5,2304
12731,60,34228,0,107,0,1,98,5,2436
12239,65,34213,0,110,1,0,98,5,2359
11009,65,34175,0,86,1,0,79,3,2238
13469,57,34175,0,110,0,0,98,5,2370
13469,63,34136,0,110,1,0,98,5,2370
11009,68,34098,0,110,1,0,98,5,2359
10947,67,34080,0,110,0,0,98,3,2315
12608,60,33898,0,110,1,0,98,3,2348
11624,61,33632,0,110,1,0,98,5,2282
11378,61,33554,0,110,1,0,98,3,2326
12915,57,33554,0,110,1,0,98,5,2370
9041,58,33554,0,86,0,0,79,5,2282
12608,57,33554,0,110,1,0,98,3,2502
12608,62,33110,0,110,1,0,98,5,2370
14145,65,32966,0,110,1,0,98,5,2370
11009,68,32933,0,110,1,1,97,3,2370
9533,68,32933,0,86,0,0,79,3,2238
11685,64,32913,0,110,1,0,98,3,2315
10394,67,32808,0,86,1,0,79,3,2238
11009,57,32652,0,110,0,0,98,3,2315
10332,60,32614,0,110,1,0,98,4,2282
11378,66,32549,0,86,0,0,79,3,2238
10947,61,32381,0,110,1,0,98,4,2282
10763,58,32132,0,110,0,0,98,3,2315
13469,58,31952,0,110,0,1,98,5,2436
11009,61,31836,0,86,1,0,79,4,2205
11009,65,31690,0,86,1,0,79,3,2238
10941,61,31643,0,110,1,0,98,5,2359
11550,66,31569,0,86,0,0,79,3,3263
10763,59,31360,0,110,1,0,98,5,2359
11993,61,31176,0,110,1,0,98,5,2370
12239,62,31069,0,110,1,0,98,5,2370
13469,65,31033,0,110,0,0,98,3,2348
12177,67,30811,0,110,0,0,98,5,2392
11685,62,30607,0,110,1,0,98,4,2282
12239,61,30447,0,110,0,0,98,3,2315
12239,63,30284,0,110,0,0,98,5,2326
12915,62,29670,0,86,1,0,79,5,2293
12239,63,29585,0,86,0,0,79,3,2238
12909,68,29515,0,86,1,0,79,5,2282
11685,66,29352,0,110,0,0,98,3,2315
10455,58,29311,0,86,1,0,79,3,2238
12854,60,29242,0,110,0,0,98,4,2282
11009,65,29213,0,86,1,0,79,3,2238
12177,59,29160,0,86,1,0,79,3,2260
10947,63,28583,0,86,0,0,79,5,2282
10756,65,28385,0,110,0,0,98,3,2315
10763,65,28303,0,86,1,0,79,3,2238
13223,57,27962,0,110,1,0,98,5,2315
11993,57,27962,0,110,1,0,98,3,2315
10886,65,27962,0,110,0,0,98,5,2370
9779,66,27962,0,86,1,0,79,5,2282
11624,63,27962,0,110,1,0,98,4,2282
12239,61,27962,0,107,0,1,98,3,2392
10148,63,27927,0,110,1,0,98,4,2282
12239,61,27711,0,86,0,0,79,3,2238
12294,68,27625,0,86,0,0,79,3,2238
12239,59,27227,0,110,0,0,98,5,2359
12909,60,26984,0,110,1,0,98,5,2359
9779,58,26719,0,110,1,1,98,4,2456
11009,68,26719,0,110,1,0,98,5,2282
11925,57,26719,0,110,0,0,98,5,2370
9533,64,26719,0,86,0,0,79,3,2238
12239,68,26564,0,110,1,0,98,3,2315
12239,67,26161,0,110,1,0,98,5,2370
12239,63,25840,0,110,1,0,98,5,2456
12177,64,25600,0,110,0,0,98,5,2359
13469,57,24988,0,86,0,0,79,3,2260
11009,60,24855,0,86,1,0,79,4,2205
11009,66,24371,0,86,1,1,79,3,2304
10148,66,24323,0,110,1,0,98,3,2315
12608,62,24233,0,110,1,0,98,5,2370
10763,61,23624,0,110,1,0,98,5,2359
11993,68,23462,0,110,1,0,98,5,2359
13469,61,23301,0,110,0,0,98,5,2392
13469,60,23060,0,110,1,0,98,3,2315
11993,62,22991,0,86,0,0,79,3,2238
10947,59,22962,0,110,1,0,98,3,2315
11685,60,22955,0,110,0,0,98,5,2359
12239,63,22943,0,86,0,0,79,5,2315
12239,66,22778,0,110,0,0,98,3,2315
10148,65,22369,0,86,1,0,79,3,2238
12854,65,22369,0,110,1,0,98,3,2348
13469,62,22066,0,110,1,0,98,3,2348
11378,65,21924,0,86,1,0,79,3,2238
10947,68,21748,0,110,1,0,98,3,2315
13407,57,21748,0,86,1,0,79,5,2304
11993,64,21197,0,110,0,0,98,3,2315
14699,58,21127,0,110,0,0,98,5,2370
9717,68,21032,0,86,1,0,79,4,2205
13407,57,20838,0,110,0,0,98,4,2282
12854,65,20505,0,110,0,0,98,3,2315
13469,59,19977,0,110,1,0,98,5,2392
12239,65,19628,0,86,1,0,79,3,2238
13223,60,19561,0,110,1,0,98,3,2348
12177,57,19453,0,110,1,0,98,5,2359
13223,68,19263,0,110,1,0,98,4,2282
12854,58,19035,0,110,1,0,98,5,2370
11624,68,18828,0,86,1,0,79,4,2205
13223,60,17709,0,86,1,1,79,3,2304
13469,60,17709,0,110,0,0,98,5,2370
12300,57,17398,0,86,0,0,79,3,2238
12915,68,16589,0,110,0,0,98,3,2326
15375,62,16156,0,107,0,1,98,3,2392
11009,62,15848,0,86,1,0,79,5,2282
12915,58,15534,0,110,1,0,98,5,2370
11371,66,14189,0,110,1,0,98,3,2315
13469,59,14108,0,110,1,0,98,5,2370
11685,63,13781,0,86,1,0,79,3,2238
13407,62,10778,0,110,1,0,98,3,2315
13469,67,9653,0,86,1,1,79,4,2271
11624,66,9389,0,86,0,0,79,5,2282
7257,73,144742,1,72,0,0,122,5,2584
8549,79,135532,1,72,0,0,122,5,2535
7380,78,135312,1,72,1,0,122,5,2502
6458,79,128695,0,110,1,0,98,5,2456
5412,74,126296,1,72,1,0,122,3,2502
8303,77,124729,1,72,1,0,122,4,2425
10455,69,122721,1,72,0,0,122,5,2502
7565,80,121021,1,72,0,0,122,3,2469
8549,76,119067,1,72,0,0,122,5,2535
7073,76,113883,1,72,0,0,122,3,2458
10763,78,112082,1,72,1,0,122,4,2425
7995,70,111101,1,72,0,0,122,3,2458
7319,73,109471,0,110,1,0,98,5,2370
7995,78,109361,0,86,0,0,79,5,2282
12915,77,107485,1,72,1,0,122,5,2502
10455,77,105633,1,72,0,0,122,4,2425
9779,71,101905,0,110,1,0,98,3,2315
7134,78,100522,0,86,1,0,79,3,2238
8303,80,99419,0,86,0,0,79,3,2238
8549,78,99399,1,72,0,0,122,3,2458
7060,74,99362,0,110,0,0,98,3,2315
8057,73,98482,0,86,0,0,79,3,2238
11009,69,97061,1,72,1,0,122,3,2458
8303,73,97039,0,86,1,0,79,5,2282
9779,78,96443,0,110,0,0,98,3,2315
9779,69,96313,1,72,0,0,122,3,2458
9164,76,96250,1,72,1,0,122,5,2513
9533,70,94013,1,72,1,0,122,5,2535
7934,71,93827,0,110,1,0,98,5,2412
9717,75,93206,1,72,1,0,122,3,2502
8487,69,90909,1,72,1,0,122,3,2458
6888,75,90843,0,86,0,0,79,3,2238
7319,77,90718,0,110,0,0,98,4,2282
8549,80,89204,0,86,1,1,79,3,2304
9779,71,86461,1,73,0,0,122,2,2458
11009,79,86060,0,86,0,0,79,5,2315
9779,74,85588,1,90,1,0,122,5,2502
11685,80,85238,1,90,1,0,122,5,2502
10578,76,83816,1,72,1,0,122,3,2458
7319,71,83674,1,72,0,0,122,5,2502
9533,73,83599,0,110,0,0,98,5,2359
9779,79,81710,1,72,0,0,122,5,2513
8549,77,81590,0,110,1,0,98,3,2315
8918,74,80794,0,110,1,0,98,3,2315
7995,78,80778,0,86,0,0,79,5,2238
8918,77,80132,0,110,1,0,98,5,2359
11378,80,79754,0,110,1,0,98,5,2359
10148,73,79539,0,110,1,0,98,3,2315
8918,71,79013,1,72,1,0,122,3,2458
6458,72,78590,0,110,1,0,98,4,2282
9717,77,78293,0,110,1,0,98,5,2315
8487,76,78155,0,110,0,0,98,3,2315
9717,75,77920,0,110,0,0,98,3,2315
8918,74,77615,1,72,0,0,122,5,2502
10394,70,77512,0,110,1,0,98,3,2315
9779,76,77417,0,110,1,0,98,5,2370
9779,74,77085,0,110,1,0,98,3,2315
7934,72,76679,0,110,1,0,98,3,2315
8180,75,76493,0,110,1,0,98,5,2359
9779,74,76476,0,86,1,0,79,3,2238
8918,80,76317,0,86,0,0,79,5,2293
9164,77,75987,0,110,0,0,98,3,2315
9779,74,75745,0,110,1,0,98,4,2282
8918,77,75525,0,110,1,0,98,5,2359
10148,71,74859,1,72,1,0,122,3,2458
11009,76,74728,1,72,1,0,122,5,2502
9533,74,74686,0,110,1,0,98,3,2315
10455,71,74565,0,110,0,0,98,5,2392
9533,78,74565,0,110,0,0,98,5,2370
7073,73,72003,0,110,0,0,98,4,2282
8487,76,71672,0,110,1,0,98,5,2359
7995,71,71555,0,110,1,0,98,3,2315
7995,78,71458,0,107,1,1,98,5,2425
9348,77,70997,0,86,1,0,79,5,2315
11009,73,70192,1,72,1,0,122,5,2502
9164,74,69784,0,110,1,0,98,5,2359
9041,72,69594,0,86,1,0,79,3,2238
9533,73,69346,0,86,1,0,79,3,2238
9176,80,69216,0,110,0,0,98,3,2388
11378,76,68911,0,110,1,0,98,5,2392
8918,80,68902,0,110,1,0,98,3,2326
7995,72,68745,0,86,1,0,79,3,2238
8364,80,68351,0,110,1,0,98,4,2282
10701,75,68065,0,110,0,0,98,5,2392
9225,78,67893,0,110,0,0,98,5,2359
9533,71,66807,0,110,1,0,98,3,2315
9779,73,66554,0,110,1,0,98,3,2315
12239,75,66487,0,110,1,0,98,3,2315
8167,74,66021,0,110,0,0,98,5,2359
10763,71,65959,0,86,0,0,79,3,2238
9533,72,65932,0,110,1,0,98,3,2315
7319,72,65776,0,86,0,0,79,3,2238
8303,77,65338,0,86,0,0,79,3,2238
7995,80,65328,0,110,1,0,98,3,2315
10763,76,64836,0,110,1,0,98,3,2315
9779,74,64716,0,110,1,0,98,3,2315
8303,74,64623,0,86,1,0,79,3,2227
9779,73,64076,0,86,1,0,79,5,2282
9779,80,63566,0,86,1,0,79,3,2238
11009,75,63383,0,107,1,1,98,5,2436
9533,77,63380,0,86,1,0,79,3,2238
7934,75,63290,0,110,1,0,98,5,2359
8487,74,63239,0,110,0,0,98,3,2315
10394,75,62857,0,110,1,0,98,5,2392
8303,74,62758,0,86,0,0,79,3,2238
9902,74,62592,0,86,1,1,79,4,2271
11685,79,62584,0,110,0,0,98,5,2359
9533,78,62440,0,110,0,0,98,4,2282
10455,80,62422,0,110,0,0,98,5,2392
9588,75,62256,0,110,1,0,98,3,2315
7983,80,62214,0,110,1,0,98,3,2315
9779,73,62119,0,110,1,0,98,3,2315
7903,79,61762,0,86,0,0,79,5,2282
11009,69,61748,0,86,1,0,79,5,2282
8549,72,61668,0,110,1,0,98,5,2456
10763,79,61355,0,110,0,0,98,5,2392
10394,71,60990,0,110,1,0,98,3,2315
9779,77,60894,0,110,1,0,98,5,2348
9779,80,60613,0,86,0,0,79,5,2282
10947,78,60605,0,110,1,0,98,5,2359
11009,73,60580,0,110,1,0,98,5,2392
10947,73,60326,0,110,1,0,98,5,2392
9779,69,60273,0,110,0,0,98,4,2282
7989,74,59839,0,86,1,0,79,3,2238
8918,78,59652,0,86,1,0,79,3,2238
11378,74,59652,0,110,1,0,98,5,2392
8180,78,59595,0,110,1,0,98,5,2359
8598,79,59465,0,110,0,0,98,5,2392
9533,78,59435,0,110,1,0,98,5,2359
8549,79,59030,0,86,1,0,79,5,2282
8918,80,58687,0,110,0,0,98,3,2315
12239,80,58458,0,110,1,0,98,5,2392
11378,80,58310,0,110,0,0,98,5,2359
8856,79,57843,0,86,1,0,79,5,2282
10148,72,57829,0,110,1,0,98,5,2370
11009,79,57812,0,110,1,0,98,3,2315
10148,77,57788,0,110,1,0,98,5,2370
7688,80,57682,0,86,1,0,79,3,2238
12177,80,57325,0,107,0,1,98,5,2436
8979,80,57226,0,86,1,0,79,5,2282
11009,72,57117,0,86,1,0,79,3,2249
7995,70,57104,0,86,1,0,79,3,2238
9779,78,56793,0,110,1,0,98,5,2359
9164,75,56596,0,110,1,0,98,3,2315
9779,71,56153,0,86,1,0,79,5,2282
10455,78,56138,0,86,1,0,79,5,2282
8549,77,56113,0,86,1,0,79,3,2238
9779,78,55930,0,86,0,1,79,3,2304
8303,77,55923,0,86,1,0,79,3,2238
10394,70,55913,0,110,0,0,98,3,2326
9225,78,55894,0,110,0,0,98,5,2456
10763,74,55799,1,72,1,0,122,3,2458
10763,79,55761,0,86,1,0,79,5,2282
11009,76,55625,0,110,1,0,98,3,2315
9164,75,55617,0,86,0,0,79,3,2238
11316,69,55362,0,110,1,0,98,5,2392
11009,74,55116,0,110,1,0,98,3,2315
9656,72,54991,0,110,1,0,98,5,2370
8549,73,54796,1,72,1,0,122,3,2458
8856,75,54681,0,110,1,0,98,3,2315
9164,78,54521,0,110,0,0,98,3,2326
8303,75,54440,0,86,0,0,79,3,2238
9225,73,54282,0,110,1,0,98,3,2315
9164,72,54111,0,110,0,0,98,4,2282
9779,70,54059,0,110,1,0,98,4,2282
8918,78,54059,0,110,1,0,98,4,2282
9779,73,54059,0,86,1,0,79,3,2238
